episode_num,cumulative_reward,mean_reward,cumulative_power_consumption,mean_power_consumption,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_power_penalty,mean_power_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,length(timesteps),time_elapsed(seconds)
0,-17332.158794648472,-0.24731961750354556,426298993.25409883,6083.033579539081,-16000.69876671366,-0.22832047326931593,-42629.89932540989,-0.6083033579539082,93.71575342465754,0.22832047326931593,0.3319226476665094,16000.69876671366,35040,31536000
1,-30575.65429414236,-0.43629643684563874,487031594.74906605,6949.651751556308,-29621.575074102133,-0.4226822927240601,-48703.15947490661,-0.6949651751556309,117.40296803652967,0.4226822927240601,0.5616495695638255,29621.575074102133,35040,31536000
2,-5982.732793891916,-0.08537004557494172,464502552.8612803,6628.175697221466,-3852.863189037382,-0.05497807061982566,-46450.25528612804,-0.6628175697221467,36.88926940639269,0.05497807061982566,0.16843941117847136,3852.863189037382,35040,31536000
3,-2783.081433324468,-0.039712919996068324,486914465.15450096,6947.980381770847,-366.851692159961,-0.005234755881277982,-48691.446515450094,-0.6947980381770846,10.67351598173516,0.005234755881277982,0.02933823367292147,366.851692159961,35040,31536000
4,-2715.0741746073563,-0.03874249678378077,543014834.9214711,7748.499356756151,0.0,0.0,-54301.48349214711,-0.7748499356756152,0.0,0.0,0.0,0.0,35040,31536000
5,-2535.5052074695864,-0.036180154216175604,505993239.9160974,7220.2231723187415,-5.830534620104203,-8.319826798093897e-05,-50599.32399160974,-0.7220223172318742,0.49657534246575347,8.319826798093897e-05,0.0021152991659052064,5.830534620104203,35040,31536000
6,-7676.315801624027,-0.10953646977203235,481673270.8475426,6873.191650221784,-5545.209944617172,-0.07912685423255097,-48167.32708475426,-0.6873191650221784,38.20776255707762,0.07912685423255097,0.1980348309393835,5545.209944617172,35040,31536000
7,-2580.457215879432,-0.036821592692343495,514299945.07090235,7338.75492395694,-9.428937394653126,-0.00013454533953557543,-51429.99450709024,-0.733875492395694,0.48515981735159813,0.00013454533953557543,0.0036086761149089165,9.428937394653126,35040,31536000
8,-2586.0014696098815,-0.036900705901967486,489593245.4310554,6986.204986173736,-145.3002552153723,-0.0020733483906303124,-48959.324543105555,-0.6986204986173737,5.787671232876712,0.0020733483906303124,0.015947461169907286,145.3002552153723,35040,31536000
9,-2643.890445233717,-0.03772674722080076,528751797.02834904,7544.974272664798,-0.13837904417979985,-1.9745868176341304e-06,-52875.17970283492,-0.75449742726648,0.017123287671232876,1.9745868176341304e-06,0.00028455663498905704,0.13837904417979985,35040,31536000
10,-3410.733976280461,-0.04866914920491525,469543887.5369612,6700.112550470337,-1118.9626722059525,-0.01596693310796165,-46954.38875369613,-0.6700112550470337,29.132420091324203,0.01596693310796165,0.05345686484741224,1118.9626722059525,35040,31536000
11,-3750.606838007142,-0.05351893319074118,493169405.3947697,7037.234666021258,-1352.378748456098,-0.019297641958563042,-49316.94053947697,-0.7037234666021257,40.102739726027394,0.019297641958563042,0.052299682489276,1352.378748456098,35040,31536000
12,-3267.445138489025,-0.046624502546932435,480484730.1710643,6856.231880294868,-910.5489343512667,-0.012992992784692733,-48048.47301710644,-0.6856231880294869,22.808219178082194,0.012992992784692733,0.050212705755897466,910.5489343512667,35040,31536000
13,-2325.6754006497135,-0.03318600742936235,464011763.0940636,6621.172418579675,-5.912194925679088,-8.43635120673386e-05,-46401.17630940636,-0.6621172418579674,0.28538812785388123,8.43635120673386e-05,0.002777162266189272,5.912194925679088,35040,31536000
14,-3571.9331884477274,-0.05096936627351209,460993499.2388368,6578.103585029065,-1333.6480971089923,-0.019030366682491327,-46099.34992388369,-0.6578103585029065,38.37328767123287,0.019030366682491327,0.05019669413357335,1333.6480971089923,35040,31536000
15,-4936.930545620387,-0.07044706828796216,459134433.6697158,6551.575822912611,-2780.2719760755886,-0.03967283070884116,-45913.44336697159,-0.6551575822912612,76.05593607305936,0.03967283070884116,0.06918871090241835,2780.2719760755886,35040,31536000
16,-2474.6350077302986,-0.03531157259889125,486470228.97379816,6941.641395174061,-44.509329327692235,-0.0006351217084430969,-48647.02289737982,-0.6941641395174062,2.8424657534246576,0.0006351217084430969,0.006976033070667408,44.509329327692235,35040,31536000
17,-2527.47833938732,-0.0360656155734492,468683540.8754748,6687.83591431899,-193.74803685257385,-0.0027646694756360423,-46868.354087547494,-0.6687835914318991,9.691780821917808,0.0027646694756360423,0.016248086881106617,193.74803685257385,35040,31536000
18,-2982.261211008593,-0.042555097189049554,451624686.4409029,6444.4161877982715,-762.2502934779762,-0.01087685921058756,-45162.46864409031,-0.6444416187798275,33.013698630136986,0.01087685921058756,0.03298905753679442,762.2502934779762,35040,31536000
19,-3285.3953055995025,-0.04688064077624861,475612511.64529896,6786.708214116709,-955.0871024979026,-0.013628526005963221,-47561.251164529895,-0.6786708214116709,31.027397260273972,0.013628526005963221,0.043565883730826455,955.0871024979026,35040,31536000
20,0.0,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0,0
