episode_num,cumulative_reward,mean_reward,cumulative_power_consumption,mean_power_consumption,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_power_penalty,mean_power_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,length(timesteps),time_elapsed(seconds)
0,-29282.699111434864,-0.41784673389604543,352208285.1056935,5025.803155046997,-23344.569712300385,-0.33311315228739136,-35220.82851056935,-0.5025803155046996,83.68721461187215,0.33311315228739136,0.5500789135502616,23344.569712300385,35040,31536000
1,-25407.297857971607,-0.36254705847562224,360398131.6197293,5142.667403249562,-14774.782553970279,-0.21082737662628823,-36039.81316197294,-0.5142667403249563,70.5079908675799,0.21082737662628823,0.3753279517395125,14774.782553970279,35040,31536000
2,-24674.049532217672,-0.35208404012867683,363089083.53909844,5181.06568977024,-13039.190710525505,-0.1860615112803297,-36308.90835390984,-0.518106568977024,69.60045662100457,0.1860615112803297,0.29519631426077564,13039.190710525505,35040,31536000
3,-24649.748032684205,-0.3517372721558819,362751304.60809577,5176.245784932873,-13024.365604558823,-0.18584996581847635,-36275.130460809574,-0.5176245784932874,69.19520547945206,0.18584996581847635,0.30229078198550574,13024.365604558823,35040,31536000
4,-24378.871283807082,-0.34787202174382253,361443061.8964765,5157.577938020499,-12613.436377966518,-0.1799862496855953,-36144.30618964766,-0.5157577938020499,69.06963470319634,0.1799862496855953,0.2857418357576131,12613.436377966518,35040,31536000
5,-24538.857663966086,-0.3501549324196074,366468596.5183214,5229.289333880157,-12430.855676100035,-0.17738093145119913,-36646.85965183214,-0.5229289333880157,68.25913242009133,0.17738093145119913,0.2748512198950749,12430.855676100035,35040,31536000
6,-24434.960149299008,-0.34867237655963196,368035554.0738337,5251.648888039865,-12066.364891214636,-0.17217986431527735,-36803.55540738337,-0.5251648888039865,67.73972602739727,0.17217986431527735,0.2651645716779317,12066.364891214636,35040,31536000
7,-24318.136340838388,-0.34700537016036515,366402726.13257873,5228.349402576751,-11996.000068418909,-0.17117580006305522,-36640.272613257875,-0.5228349402576752,67.8082191780822,0.17117580006305522,0.26375731177054856,11996.000068418909,35040,31536000
8,-24129.03211646504,-0.34430696513220665,364358710.81299317,5199.182517308693,-11822.193151630772,-0.1686956785335441,-36435.87108129932,-0.5199182517308694,67.2431506849315,0.1686956785335441,0.2604227684895882,11822.193151630772,35040,31536000
9,-23957.765213471263,-0.3418630880917703,363055018.21257347,5180.579597782155,-11610.028605685171,-0.16566821640532492,-36305.501821257356,-0.5180579597782157,66.69520547945206,0.16566821640532492,0.2548758059485437,11610.028605685171,35040,31536000
10,-24295.834215771,-0.34668713207435786,366916597.8907495,5235.682047527818,-11900.008642467057,-0.16980605939593404,-36691.659789074954,-0.5235682047527819,67.42579908675799,0.16980605939593404,0.26026798126069667,11900.008642467057,35040,31536000
11,-24282.773831689352,-0.3465007681462522,368837791.3850467,5263.096338256945,-11681.768524874027,-0.16669190246680976,-36883.77913850467,-0.5263096338256945,66.81506849315069,0.16669190246680976,0.2563415012454661,11681.768524874027,35040,31536000
12,-24021.20786036858,-0.3427683770029763,365663517.3776189,5217.801332443192,-11476.063982975264,-0.16375662076163333,-36566.3517377619,-0.5217801332443194,65.98744292237443,0.16375662076163333,0.254296434059507,11476.063982975264,35040,31536000
13,-24042.80370757573,-0.3430765369231697,364736599.7324631,5204.574767871905,-11611.947441905133,-0.16569559705914857,-36473.659973246315,-0.5204574767871906,67.36872146118722,0.16569559705914857,0.2537778158793514,11611.947441905133,35040,31536000
14,-24254.042534398606,-0.34609078958902123,369208033.0313786,5268.379466771955,-11587.28176565934,-0.16534363250084674,-36920.80330313787,-0.5268379466771956,67.12328767123287,0.16534363250084674,0.2530387608727644,11587.28176565934,35040,31536000
15,-23902.789084666092,-0.3410786113679522,363854760.3875671,5191.991443886517,-11420.102130575471,-0.16295807834725273,-36385.47603875671,-0.5191991443886517,66.4554794520548,0.16295807834725273,0.25010107385378433,11420.102130575471,35040,31536000
16,-24101.232937739438,-0.34391028735358786,366640003.7614965,5231.735213491674,-11538.465499329215,-0.1646470533580082,-36664.00037614965,-0.5231735213491674,67.04908675799088,0.1646470533580082,0.25166370311355474,11538.465499329215,35040,31536000
17,-23947.91294336024,-0.3417225020456655,364761131.84011,5204.924826485588,-11419.712702709465,-0.16295252144277203,-36476.113184010996,-0.5204924826485587,66.58675799086758,0.16295252144277203,0.24968883818015822,11419.712702709465,35040,31536000
18,-23880.881359959192,-0.3407660011409702,363864546.8659078,5192.131091123113,-11375.308033327621,-0.1623188931696293,-36386.45468659077,-0.5192131091123112,66.34703196347031,0.1623188931696293,0.24872636141401522,11375.308033327621,35040,31536000
19,-24202.239311874735,-0.3453614445599865,370668911.118847,5289.376282411698,-11337.587511864771,-0.1617852608788032,-37066.891111884695,-0.5289376282411697,66.24618282485231,0.1617852608788032,0.24733111180602046,11337.587511864771,35039,31535100
